data,produto,qtd
2025-02-14,Bolo de Cenoura (fatia),3.0
2025-02-14,Biscoito Caseiro (kg),2.36
2025-02-14,Pão de Queijo,28.0
2025-02-14,Pão Doce,1.0
2025-02-14,Pão Integral (kg),1.02
2025-02-14,Baguete,8.0
2025-02-14,Bolo de Cenoura (fatia),3.0
2025-02-14,Bolo de Cenoura (fatia),2.0
2025-02-14,Torta de Morango (fatia),1.0
2025-02-14,Bolo de Cenoura (fatia),2.0
2025-02-14,Biscoito Caseiro (kg),1.89
2025-02-14,Café Expresso,19.0
2025-02-14,Café Expresso,6.0
2025-02-14,Baguete,1.0
2025-02-14,Baguete,2.0
2025-02-14,Suco de Laranja,3.0
2025-02-14,Pão de Queijo,23.0
2025-02-14,Baguete,3.0
2025-02-14,Pão de Queijo,2.0
2025-02-14,Pão Integral (kg),1.45
2025-02-14,Pão Doce,8.0
2025-02-14,Pão Doce,8.0
2025-02-14,Pão de Queijo,19.0
2025-02-14,Baguete,5.0
2025-02-14,Suco de Laranja,6.0
2025-02-14,Pão Integral (kg),0.31
2025-02-14,Baguete,4.0
2025-02-14,Suco de Laranja,4.0
2025-02-14,Pão Francês,9.0
2025-02-14,Suco de Laranja,7.0
2025-02-14,Pão Integral (kg),0.92
2025-02-14,Pão Doce,4.0
2025-02-14,Suco de Laranja,8.0
2025-02-14,Pão de Queijo,25.0
2025-02-14,Pão Doce,2.0
2025-02-14,Café Expresso,25.0
2025-02-14,Baguete,7.0
2025-02-14,Pão Francês,10.0
2025-02-14,Biscoito Caseiro (kg),1.53
2025-02-14,Pão de Queijo,2.0
2025-02-14,Pão Doce,3.0
2025-02-14,Biscoito Caseiro (kg),0.46
2025-02-14,Baguete,2.0
2025-02-15,Café Expresso,12.0
2025-02-15,Torta de Morango (fatia),1.0
2025-02-15,Biscoito Caseiro (kg),1.74
2025-02-15,Pão Integral (kg),0.47
2025-02-15,Torta de Morango (fatia),1.0
2025-02-15,Suco de Laranja,5.0
2025-02-15,Baguete,2.0
2025-02-15,Café Expresso,10.0
2025-02-15,Biscoito Caseiro (kg),1.38
2025-02-15,Torta de Morango (fatia),1.0
2025-02-15,Pão Integral (kg),0.81
2025-02-15,Pão Doce,2.0
2025-02-15,Biscoito Caseiro (kg),1.64
2025-02-15,Biscoito Caseiro (kg),1.15
2025-02-15,Biscoito Caseiro (kg),1.39
2025-02-15,Café Expresso,26.0
2025-02-15,Pão Integral (kg),1.46
2025-02-15,Café Expresso,29.0
2025-02-15,Baguete,6.0
2025-02-15,Bolo de Cenoura (fatia),3.0
2025-02-15,Torta de Morango (fatia),2.0
2025-02-15,Bolo de Cenoura (fatia),2.0
2025-02-15,Café Expresso,16.0
2025-02-15,Baguete,5.0
2025-02-15,Torta de Morango (fatia),2.0
2025-02-15,Café Expresso,3.0
2025-02-15,Bolo de Cenoura (fatia),1.0
2025-02-15,Torta de Morango (fatia),3.0
2025-02-15,Baguete,2.0
2025-02-15,Café Expresso,2.0
2025-02-15,Pão Francês,21.0
2025-02-15,Pão Francês,10.0
2025-02-15,Biscoito Caseiro (kg),0.37
2025-02-15,Suco de Laranja,8.0
2025-02-15,Pão Doce,6.0
2025-02-15,Pão de Queijo,7.0
2025-02-15,Suco de Laranja,6.0
2025-02-15,Bolo de Cenoura (fatia),3.0
2025-02-15,Torta de Morango (fatia),2.0
2025-02-15,Torta de Morango (fatia),3.0
2025-02-15,Bolo de Cenoura (fatia),3.0
2025-02-15,Baguete,3.0
2025-02-15,Biscoito Caseiro (kg),0.84
2025-02-15,Baguete,3.0
2025-02-15,Suco de Laranja,6.0
2025-02-15,Baguete,8.0
2025-02-15,Bolo de Cenoura (fatia),1.0
2025-02-15,Pão Doce,5.0
2025-02-15,Bolo de Cenoura (fatia),2.0
2025-02-15,Baguete,3.0
2025-02-15,Pão Integral (kg),0.78
2025-02-15,Baguete,6.0
2025-02-15,Suco de Laranja,1.0
2025-02-15,Pão Doce,2.0
2025-02-15,Pão de Queijo,23.0
2025-02-15,Baguete,1.0
2025-02-15,Biscoito Caseiro (kg),0.97
2025-02-15,Bolo de Cenoura (fatia),1.0
2025-02-15,Pão de Queijo,21.0
2025-02-15,Torta de Morango (fatia),2.0
2025-02-15,Baguete,8.0
2025-02-15,Pão Integral (kg),1.52
2025-02-15,Torta de Morango (fatia),1.0
2025-02-15,Pão Doce,8.0
2025-02-15,Baguete,8.0
2025-02-15,Torta de Morango (fatia),1.0
2025-02-15,Bolo de Cenoura (fatia),1.0
2025-02-15,Baguete,7.0
2025-02-15,Baguete,6.0
2025-02-15,Pão Doce,4.0
2025-02-15,Pão Francês,10.0
2025-02-15,Café Expresso,9.0
2025-02-15,Suco de Laranja,3.0
2025-02-15,Bolo de Cenoura (fatia),3.0
2025-02-15,Pão Integral (kg),0.92
2025-02-15,Biscoito Caseiro (kg),0.89
2025-02-15,Pão Integral (kg),1.45
2025-02-15,Pão Doce,8.0
2025-02-15,Café Expresso,17.0
2025-02-16,Pão Integral (kg),0.42
2025-02-16,Baguete,6.0
2025-02-16,Suco de Laranja,2.0
2025-02-16,Torta de Morango (fatia),1.0
2025-02-16,Biscoito Caseiro (kg),0.52
2025-02-16,Pão de Queijo,19.0
2025-02-16,Pão Francês,24.0
2025-02-16,Suco de Laranja,3.0
2025-02-16,Café Expresso,24.0
2025-02-16,Baguete,3.0
2025-02-16,Pão Integral (kg),1.42
2025-02-16,Pão Doce,7.0
2025-02-16,Biscoito Caseiro (kg),0.55
2025-02-16,Bolo de Cenoura (fatia),2.0
2025-02-16,Baguete,8.0
2025-02-16,Pão Doce,4.0
2025-02-16,Pão Doce,8.0
2025-02-16,Pão Integral (kg),2.26
2025-02-16,Baguete,2.0
2025-02-16,Suco de Laranja,7.0
2025-02-16,Bolo de Cenoura (fatia),1.0
2025-02-16,Pão Francês,10.0
2025-02-16,Torta de Morango (fatia),1.0
2025-02-16,Torta de Morango (fatia),2.0
2025-02-16,Biscoito Caseiro (kg),0.87
2025-02-16,Pão Integral (kg),0.8
2025-02-16,Torta de Morango (fatia),1.0
2025-02-16,Biscoito Caseiro (kg),1.25
2025-02-16,Pão Francês,4.0
2025-02-16,Café Expresso,26.0
2025-02-16,Suco de Laranja,4.0
2025-02-16,Pão Doce,1.0
2025-02-16,Suco de Laranja,1.0
2025-02-16,Pão Francês,26.0
2025-02-16,Torta de Morango (fatia),1.0
2025-02-16,Suco de Laranja,1.0
2025-02-16,Pão Francês,28.0
2025-02-16,Pão Doce,1.0
2025-02-16,Torta de Morango (fatia),3.0
2025-02-16,Café Expresso,16.0
2025-02-16,Café Expresso,11.0
2025-02-16,Torta de Morango (fatia),1.0
2025-02-16,Baguete,3.0
2025-02-16,Biscoito Caseiro (kg),0.1
2025-02-16,Baguete,2.0
2025-02-16,Bolo de Cenoura (fatia),3.0
2025-02-16,Suco de Laranja,7.0
2025-02-16,Pão Francês,3.0
2025-02-16,Biscoito Caseiro (kg),1.27
2025-02-16,Suco de Laranja,7.0
2025-02-16,Café Expresso,5.0
2025-02-16,Biscoito Caseiro (kg),0.85
2025-02-16,Bolo de Cenoura (fatia),1.0
2025-02-16,Bolo de Cenoura (fatia),3.0
2025-02-16,Pão Francês,30.0
2025-02-16,Café Expresso,10.0
2025-02-16,Pão Doce,5.0
2025-02-16,Suco de Laranja,6.0
2025-02-16,Suco de Laranja,5.0
2025-02-16,Pão Integral (kg),1.74
2025-02-16,Suco de Laranja,3.0
2025-02-16,Pão Doce,5.0
2025-02-17,Café Expresso,13.0
2025-02-17,Bolo de Cenoura (fatia),2.0
2025-02-17,Pão Integral (kg),1.41
2025-02-17,Biscoito Caseiro (kg),1.21
2025-02-17,Pão Doce,6.0
2025-02-17,Biscoito Caseiro (kg),2.03
2025-02-17,Baguete,1.0
2025-02-17,Suco de Laranja,8.0
2025-02-17,Pão Francês,19.0
2025-02-17,Pão de Queijo,8.0
2025-02-17,Bolo de Cenoura (fatia),1.0
2025-02-17,Biscoito Caseiro (kg),1.04
2025-02-17,Pão Integral (kg),0.46
2025-02-17,Biscoito Caseiro (kg),1.64
2025-02-17,Pão Integral (kg),1.08
2025-02-17,Pão Integral (kg),1.21
2025-02-17,Pão Doce,6.0
2025-02-17,Bolo de Cenoura (fatia),2.0
2025-02-17,Suco de Laranja,5.0
2025-02-17,Bolo de Cenoura (fatia),3.0
2025-02-17,Pão de Queijo,3.0
2025-02-17,Pão Doce,2.0
2025-02-17,Pão Francês,5.0
2025-02-17,Suco de Laranja,1.0
2025-02-17,Café Expresso,4.0
2025-02-17,Suco de Laranja,3.0
2025-02-17,Pão de Queijo,13.0
2025-02-17,Bolo de Cenoura (fatia),2.0
2025-02-17,Pão Francês,18.0
2025-02-17,Torta de Morango (fatia),1.0
2025-02-17,Pão Doce,6.0
2025-02-17,Biscoito Caseiro (kg),1.35
2025-02-17,Torta de Morango (fatia),1.0
2025-02-17,Biscoito Caseiro (kg),1.57
2025-02-17,Biscoito Caseiro (kg),0.18
2025-02-17,Pão Integral (kg),1.64
2025-02-17,Pão de Queijo,10.0
2025-02-17,Torta de Morango (fatia),3.0
2025-02-17,Café Expresso,5.0
2025-02-17,Pão Integral (kg),2.35
2025-02-17,Torta de Morango (fatia),3.0
2025-02-17,Biscoito Caseiro (kg),1.72
2025-02-17,Pão Doce,2.0
2025-02-17,Bolo de Cenoura (fatia),1.0
2025-02-17,Café Expresso,8.0
2025-02-17,Baguete,1.0
2025-02-17,Suco de Laranja,4.0
2025-02-17,Pão de Queijo,26.0
2025-02-17,Bolo de Cenoura (fatia),2.0
2025-02-17,Pão Doce,8.0
2025-02-17,Baguete,1.0
2025-02-17,Suco de Laranja,6.0
2025-02-17,Pão Francês,25.0
2025-02-17,Torta de Morango (fatia),1.0
2025-02-17,Torta de Morango (fatia),3.0
2025-02-17,Torta de Morango (fatia),1.0
2025-02-18,Torta de Morango (fatia),1.0
2025-02-18,Pão Integral (kg),0.1
2025-02-18,Pão Doce,5.0
2025-02-18,Pão Integral (kg),2.25
2025-02-18,Café Expresso,4.0
2025-02-18,Biscoito Caseiro (kg),2.01
2025-02-18,Pão Integral (kg),2.13
2025-02-18,Bolo de Cenoura (fatia),1.0
2025-02-18,Bolo de Cenoura (fatia),2.0
2025-02-18,Torta de Morango (fatia),2.0
2025-02-18,Pão Integral (kg),1.14
2025-02-18,Pão Francês,29.0
2025-02-18,Torta de Morango (fatia),3.0
2025-02-18,Torta de Morango (fatia),1.0
2025-02-18,Bolo de Cenoura (fatia),3.0
2025-02-18,Café Expresso,8.0
2025-02-18,Pão Integral (kg),1.38
2025-02-18,Pão de Queijo,16.0
2025-02-18,Suco de Laranja,5.0
2025-02-18,Baguete,1.0
2025-02-18,Pão Doce,7.0
2025-02-18,Pão Francês,4.0
2025-02-18,Pão Doce,1.0
2025-02-18,Torta de Morango (fatia),3.0
2025-02-18,Suco de Laranja,5.0
2025-02-18,Pão Doce,5.0
2025-02-18,Café Expresso,28.0
2025-02-18,Baguete,8.0
2025-02-18,Pão de Queijo,28.0
2025-02-18,Baguete,3.0
2025-02-18,Pão Doce,1.0
2025-02-18,Torta de Morango (fatia),2.0
2025-02-18,Bolo de Cenoura (fatia),3.0
2025-02-18,Pão Integral (kg),0.68
2025-02-18,Torta de Morango (fatia),1.0
2025-02-18,Pão Francês,24.0
2025-02-18,Pão Francês,28.0
2025-02-18,Suco de Laranja,5.0
2025-02-18,Suco de Laranja,7.0
2025-02-18,Pão de Queijo,18.0
2025-02-18,Pão de Queijo,4.0
2025-02-18,Café Expresso,22.0
2025-02-18,Torta de Morango (fatia),3.0
2025-02-18,Pão Integral (kg),0.6
2025-02-18,Pão Integral (kg),1.38
2025-02-18,Pão Francês,28.0
2025-02-18,Café Expresso,24.0
2025-02-18,Suco de Laranja,6.0
2025-02-18,Pão Integral (kg),1.76
2025-02-18,Pão Doce,7.0
2025-02-18,Pão Doce,6.0
2025-02-18,Biscoito Caseiro (kg),1.77
2025-02-18,Suco de Laranja,7.0
2025-02-18,Pão Integral (kg),1.35
2025-02-18,Bolo de Cenoura (fatia),1.0
2025-02-18,Biscoito Caseiro (kg),2.2
2025-02-18,Torta de Morango (fatia),3.0
2025-02-18,Baguete,5.0
2025-02-18,Pão de Queijo,30.0
2025-02-18,Pão Doce,4.0
2025-02-18,Pão de Queijo,27.0
2025-02-18,Suco de Laranja,7.0
2025-02-18,Pão Doce,6.0
2025-02-18,Bolo de Cenoura (fatia),3.0
2025-02-18,Bolo de Cenoura (fatia),1.0
2025-02-18,Suco de Laranja,5.0
2025-02-18,Café Expresso,23.0
2025-02-18,Bolo de Cenoura (fatia),2.0
2025-02-18,Biscoito Caseiro (kg),0.29
2025-02-18,Pão Francês,28.0
2025-02-18,Bolo de Cenoura (fatia),2.0
2025-02-18,Suco de Laranja,7.0
2025-02-18,Pão Integral (kg),2.41
2025-02-18,Suco de Laranja,2.0
2025-02-19,Biscoito Caseiro (kg),1.83
2025-02-19,Baguete,2.0
2025-02-19,Pão Integral (kg),1.54
2025-02-19,Café Expresso,30.0
2025-02-19,Biscoito Caseiro (kg),2.33
2025-02-19,Biscoito Caseiro (kg),1.25
2025-02-19,Torta de Morango (fatia),2.0
2025-02-19,Torta de Morango (fatia),2.0
2025-02-19,Pão de Queijo,7.0
2025-02-19,Torta de Morango (fatia),3.0
2025-02-19,Bolo de Cenoura (fatia),1.0
2025-02-19,Pão Integral (kg),1.19
2025-02-19,Pão Francês,7.0
2025-02-19,Pão de Queijo,1.0
2025-02-19,Baguete,5.0
2025-02-19,Suco de Laranja,5.0
2025-02-19,Biscoito Caseiro (kg),0.62
2025-02-19,Biscoito Caseiro (kg),0.39
2025-02-19,Pão Doce,3.0
2025-02-19,Pão de Queijo,25.0
2025-02-19,Café Expresso,7.0
2025-02-19,Pão Integral (kg),0.48
2025-02-19,Biscoito Caseiro (kg),2.39
2025-02-19,Torta de Morango (fatia),2.0
2025-02-19,Suco de Laranja,8.0
2025-02-19,Café Expresso,27.0
2025-02-19,Pão Doce,5.0
2025-02-19,Pão Francês,9.0
2025-02-19,Baguete,8.0
2025-02-19,Torta de Morango (fatia),3.0
2025-02-19,Suco de Laranja,7.0
2025-02-19,Biscoito Caseiro (kg),1.82
2025-02-19,Pão Doce,4.0
2025-02-19,Biscoito Caseiro (kg),0.42
2025-02-19,Suco de Laranja,3.0
2025-02-19,Pão Francês,6.0
2025-02-19,Pão de Queijo,2.0
2025-02-19,Pão Integral (kg),0.68
2025-02-19,Biscoito Caseiro (kg),0.65
2025-02-19,Pão Integral (kg),0.93
2025-02-19,Bolo de Cenoura (fatia),2.0
2025-02-19,Pão Integral (kg),0.36
2025-02-19,Pão Integral (kg),0.78
2025-02-19,Pão Doce,8.0
2025-02-19,Suco de Laranja,7.0
2025-02-19,Pão Doce,2.0
2025-02-19,Pão Francês,7.0
2025-02-19,Biscoito Caseiro (kg),0.93
2025-02-20,Pão de Queijo,25.0
2025-02-20,Pão Francês,1.0
2025-02-20,Café Expresso,12.0
2025-02-20,Bolo de Cenoura (fatia),2.0
2025-02-20,Pão Integral (kg),2.06
2025-02-20,Café Expresso,10.0
2025-02-20,Pão de Queijo,29.0
2025-02-20,Bolo de Cenoura (fatia),2.0
2025-02-20,Pão de Queijo,13.0
2025-02-20,Torta de Morango (fatia),2.0
2025-02-20,Bolo de Cenoura (fatia),1.0
2025-02-20,Baguete,6.0
2025-02-20,Baguete,5.0
2025-02-20,Bolo de Cenoura (fatia),1.0
2025-02-20,Pão Integral (kg),0.76
2025-02-20,Torta de Morango (fatia),1.0
2025-02-20,Torta de Morango (fatia),3.0
2025-02-20,Pão Doce,3.0
2025-02-20,Suco de Laranja,7.0
2025-02-20,Pão Doce,6.0
2025-02-20,Café Expresso,23.0
2025-02-20,Pão Integral (kg),1.87
2025-02-20,Bolo de Cenoura (fatia),3.0
2025-02-20,Pão de Queijo,19.0
2025-02-20,Pão Francês,22.0
2025-02-20,Bolo de Cenoura (fatia),1.0
2025-02-20,Pão de Queijo,28.0
2025-02-20,Torta de Morango (fatia),1.0
2025-02-20,Pão Integral (kg),0.74
2025-02-20,Baguete,1.0
2025-02-20,Pão Integral (kg),0.23
2025-02-20,Pão Doce,3.0
2025-02-20,Baguete,8.0
2025-02-20,Café Expresso,8.0
2025-02-20,Biscoito Caseiro (kg),0.96
2025-02-20,Baguete,3.0
2025-02-20,Baguete,5.0
2025-02-20,Pão de Queijo,9.0
2025-02-20,Pão Integral (kg),0.47
2025-02-20,Suco de Laranja,7.0
2025-02-20,Torta de Morango (fatia),2.0
2025-02-20,Pão Integral (kg),2.26
2025-02-20,Bolo de Cenoura (fatia),3.0
2025-02-20,Suco de Laranja,1.0
2025-02-20,Pão de Queijo,12.0
2025-02-20,Pão Doce,4.0
2025-02-20,Bolo de Cenoura (fatia),2.0
2025-02-20,Suco de Laranja,4.0
2025-02-20,Pão Integral (kg),1.32
2025-02-20,Pão Francês,23.0
2025-02-20,Bolo de Cenoura (fatia),3.0
2025-02-20,Biscoito Caseiro (kg),2.37
2025-02-20,Pão de Queijo,7.0
2025-02-20,Torta de Morango (fatia),3.0
2025-02-20,Torta de Morango (fatia),2.0
2025-02-20,Baguete,4.0
2025-02-20,Torta de Morango (fatia),3.0
2025-02-20,Pão de Queijo,29.0
2025-02-20,Café Expresso,19.0
2025-02-20,Pão Doce,8.0
2025-02-20,Pão de Queijo,23.0
2025-02-20,Pão de Queijo,20.0
2025-02-20,Torta de Morango (fatia),1.0
2025-02-20,Suco de Laranja,5.0
2025-02-20,Bolo de Cenoura (fatia),3.0
2025-02-20,Bolo de Cenoura (fatia),2.0
2025-02-21,Café Expresso,29.0
2025-02-21,Pão Doce,2.0
2025-02-21,Torta de Morango (fatia),2.0
2025-02-21,Torta de Morango (fatia),3.0
2025-02-21,Torta de Morango (fatia),1.0
2025-02-21,Pão Francês,27.0
2025-02-21,Pão de Queijo,26.0
2025-02-21,Baguete,1.0
2025-02-21,Biscoito Caseiro (kg),2.47
2025-02-21,Pão de Queijo,18.0
2025-02-21,Pão de Queijo,11.0
2025-02-21,Pão Doce,5.0
2025-02-21,Torta de Morango (fatia),3.0
2025-02-21,Pão Francês,9.0
2025-02-21,Biscoito Caseiro (kg),0.98
2025-02-21,Café Expresso,23.0
2025-02-21,Pão Doce,7.0
2025-02-21,Suco de Laranja,3.0
2025-02-21,Pão Integral (kg),1.28
2025-02-21,Baguete,2.0
2025-02-21,Café Expresso,3.0
2025-02-21,Pão de Queijo,24.0
2025-02-21,Baguete,7.0
2025-02-21,Pão Francês,18.0
2025-02-21,Pão Doce,1.0
2025-02-21,Suco de Laranja,3.0
2025-02-21,Baguete,6.0
2025-02-21,Café Expresso,2.0
2025-02-21,Pão de Queijo,17.0
2025-02-21,Bolo de Cenoura (fatia),3.0
2025-02-21,Torta de Morango (fatia),1.0
2025-02-21,Biscoito Caseiro (kg),1.68
2025-02-21,Pão Integral (kg),2.2
2025-02-21,Biscoito Caseiro (kg),1.58
2025-02-21,Pão Francês,22.0
2025-02-21,Baguete,8.0
2025-02-21,Café Expresso,11.0
2025-02-21,Biscoito Caseiro (kg),1.33
2025-02-21,Baguete,8.0
2025-02-21,Pão Doce,8.0
2025-02-21,Bolo de Cenoura (fatia),1.0
2025-02-21,Bolo de Cenoura (fatia),1.0
2025-02-21,Café Expresso,9.0
2025-02-21,Bolo de Cenoura (fatia),2.0
2025-02-21,Baguete,4.0
2025-02-21,Café Expresso,22.0
2025-02-21,Pão Francês,29.0
2025-02-22,Pão Doce,6.0
2025-02-22,Pão Integral (kg),1.72
2025-02-22,Pão Integral (kg),2.01
2025-02-22,Café Expresso,29.0
2025-02-22,Baguete,8.0
2025-02-22,Café Expresso,23.0
2025-02-22,Pão Integral (kg),2.22
2025-02-22,Café Expresso,17.0
2025-02-22,Torta de Morango (fatia),1.0
2025-02-22,Café Expresso,2.0
2025-02-22,Pão Doce,7.0
2025-02-22,Pão Francês,24.0
2025-02-22,Biscoito Caseiro (kg),1.55
2025-02-22,Bolo de Cenoura (fatia),3.0
2025-02-22,Café Expresso,4.0
2025-02-22,Bolo de Cenoura (fatia),2.0
2025-02-22,Biscoito Caseiro (kg),1.32
2025-02-22,Pão Doce,3.0
2025-02-22,Suco de Laranja,5.0
2025-02-22,Pão de Queijo,20.0
2025-02-22,Pão de Queijo,13.0
2025-02-22,Pão Francês,10.0
2025-02-22,Torta de Morango (fatia),2.0
2025-02-22,Pão Francês,26.0
2025-02-22,Pão Integral (kg),1.75
2025-02-22,Torta de Morango (fatia),3.0
2025-02-22,Pão Doce,5.0
2025-02-22,Pão Francês,24.0
2025-02-22,Suco de Laranja,7.0
2025-02-22,Pão de Queijo,26.0
2025-02-22,Suco de Laranja,6.0
2025-02-22,Pão Integral (kg),2.1
2025-02-22,Café Expresso,29.0
2025-02-22,Suco de Laranja,3.0
2025-02-22,Café Expresso,28.0
2025-02-22,Bolo de Cenoura (fatia),1.0
2025-02-22,Pão de Queijo,12.0
2025-02-22,Pão Francês,10.0
2025-02-22,Café Expresso,17.0
2025-02-22,Pão Doce,1.0
2025-02-22,Pão Francês,16.0
2025-02-22,Bolo de Cenoura (fatia),3.0
2025-02-22,Pão Doce,6.0
2025-02-22,Biscoito Caseiro (kg),1.73
2025-02-22,Bolo de Cenoura (fatia),3.0
2025-02-22,Pão Francês,11.0
2025-02-22,Café Expresso,25.0
2025-02-22,Pão Integral (kg),1.41
2025-02-22,Pão de Queijo,29.0
2025-02-22,Baguete,3.0
2025-02-22,Pão de Queijo,19.0
2025-02-22,Bolo de Cenoura (fatia),3.0
2025-02-22,Baguete,6.0
2025-02-22,Pão Integral (kg),0.15
2025-02-22,Suco de Laranja,7.0
2025-02-22,Suco de Laranja,1.0
2025-02-22,Biscoito Caseiro (kg),0.27
2025-02-22,Baguete,6.0
2025-02-22,Café Expresso,7.0
2025-02-22,Baguete,4.0
2025-02-23,Café Expresso,22.0
2025-02-23,Torta de Morango (fatia),3.0
2025-02-23,Café Expresso,1.0
2025-02-23,Pão Doce,7.0
2025-02-23,Baguete,6.0
2025-02-23,Baguete,5.0
2025-02-23,Pão Doce,8.0
2025-02-23,Torta de Morango (fatia),3.0
2025-02-23,Pão Doce,6.0
2025-02-23,Pão de Queijo,1.0
2025-02-23,Pão Francês,16.0
2025-02-23,Pão Integral (kg),1.2
2025-02-23,Pão de Queijo,5.0
2025-02-23,Bolo de Cenoura (fatia),3.0
2025-02-23,Pão Integral (kg),0.42
2025-02-23,Pão Integral (kg),2.11
2025-02-23,Café Expresso,11.0
2025-02-23,Pão Doce,6.0
2025-02-23,Café Expresso,15.0
2025-02-23,Biscoito Caseiro (kg),0.56
2025-02-23,Baguete,7.0
2025-02-23,Suco de Laranja,7.0
2025-02-23,Torta de Morango (fatia),1.0
2025-02-23,Pão Francês,19.0
2025-02-23,Biscoito Caseiro (kg),2.44
2025-02-23,Suco de Laranja,3.0
2025-02-23,Bolo de Cenoura (fatia),2.0
2025-02-23,Biscoito Caseiro (kg),1.44
2025-02-23,Pão de Queijo,6.0
2025-02-23,Pão de Queijo,12.0
2025-02-23,Pão Doce,3.0
2025-02-23,Biscoito Caseiro (kg),0.37
2025-02-23,Bolo de Cenoura (fatia),3.0
2025-02-23,Bolo de Cenoura (fatia),3.0
2025-02-23,Pão Doce,7.0
2025-02-23,Pão Francês,15.0
2025-02-23,Café Expresso,4.0
2025-02-23,Baguete,4.0
2025-02-23,Torta de Morango (fatia),1.0
2025-02-23,Bolo de Cenoura (fatia),3.0
2025-02-23,Café Expresso,28.0
2025-02-23,Bolo de Cenoura (fatia),3.0
2025-02-23,Pão Integral (kg),0.94
2025-02-23,Pão de Queijo,16.0
2025-02-23,Pão Doce,3.0
2025-02-23,Bolo de Cenoura (fatia),3.0
2025-02-23,Pão de Queijo,18.0
2025-02-23,Torta de Morango (fatia),1.0
2025-02-23,Pão Integral (kg),1.27
2025-02-23,Torta de Morango (fatia),3.0
2025-02-23,Pão Doce,5.0
2025-02-23,Pão Francês,2.0
2025-02-23,Pão Francês,2.0
2025-02-23,Suco de Laranja,5.0
2025-02-23,Pão Integral (kg),1.38
2025-02-23,Torta de Morango (fatia),2.0
2025-02-23,Pão Integral (kg),0.24
2025-02-23,Bolo de Cenoura (fatia),3.0
2025-02-23,Suco de Laranja,4.0
2025-02-23,Pão Doce,4.0
2025-02-23,Pão Doce,4.0
2025-02-24,Café Expresso,24.0
2025-02-24,Pão Integral (kg),0.34
2025-02-24,Suco de Laranja,3.0
2025-02-24,Pão de Queijo,14.0
2025-02-24,Pão Francês,16.0
2025-02-24,Pão de Queijo,3.0
2025-02-24,Biscoito Caseiro (kg),0.75
2025-02-24,Pão Integral (kg),1.73
2025-02-24,Pão Doce,8.0
2025-02-24,Baguete,1.0
2025-02-24,Suco de Laranja,1.0
2025-02-24,Pão Doce,3.0
2025-02-24,Biscoito Caseiro (kg),2.28
2025-02-24,Baguete,6.0
2025-02-24,Pão Francês,25.0
2025-02-24,Baguete,5.0
2025-02-24,Baguete,7.0
2025-02-24,Biscoito Caseiro (kg),0.73
2025-02-24,Café Expresso,21.0
2025-02-24,Biscoito Caseiro (kg),0.82
2025-02-24,Biscoito Caseiro (kg),0.91
2025-02-24,Pão de Queijo,21.0
2025-02-24,Suco de Laranja,1.0
2025-02-24,Torta de Morango (fatia),3.0
2025-02-24,Torta de Morango (fatia),3.0
2025-02-24,Pão Doce,7.0
2025-02-24,Torta de Morango (fatia),2.0
2025-02-24,Suco de Laranja,2.0
2025-02-24,Torta de Morango (fatia),3.0
2025-02-24,Café Expresso,25.0
2025-02-24,Pão Integral (kg),1.52
2025-02-24,Pão de Queijo,6.0
2025-02-24,Baguete,8.0
2025-02-24,Pão de Queijo,30.0
2025-02-24,Café Expresso,21.0
2025-02-24,Pão Integral (kg),0.98
2025-02-24,Torta de Morango (fatia),3.0
2025-02-24,Pão Francês,3.0
2025-02-24,Baguete,8.0
2025-02-24,Bolo de Cenoura (fatia),2.0
2025-02-24,Bolo de Cenoura (fatia),2.0
2025-02-24,Pão de Queijo,16.0
2025-02-24,Pão Integral (kg),1.05
2025-02-24,Café Expresso,2.0
2025-02-24,Biscoito Caseiro (kg),0.58
2025-02-24,Pão Francês,26.0
2025-02-24,Pão Doce,5.0
2025-02-24,Baguete,1.0
2025-02-24,Pão Doce,7.0
2025-02-24,Baguete,2.0
2025-02-24,Pão Doce,2.0
2025-02-24,Café Expresso,26.0
2025-02-24,Pão Francês,17.0
2025-02-24,Baguete,2.0
2025-02-24,Pão de Queijo,18.0
2025-02-24,Suco de Laranja,2.0
2025-02-24,Pão Doce,1.0
2025-02-24,Biscoito Caseiro (kg),1.05
2025-02-24,Torta de Morango (fatia),3.0
2025-02-24,Pão Integral (kg),1.5
2025-02-24,Café Expresso,27.0
2025-02-24,Biscoito Caseiro (kg),1.06
2025-02-24,Torta de Morango (fatia),3.0
2025-02-24,Bolo de Cenoura (fatia),3.0
2025-02-24,Biscoito Caseiro (kg),1.64
2025-02-24,Pão Integral (kg),1.22
2025-02-25,Pão Doce,5.0
2025-02-25,Bolo de Cenoura (fatia),1.0
2025-02-25,Baguete,6.0
2025-02-25,Pão Francês,22.0
2025-02-25,Pão de Queijo,9.0
2025-02-25,Pão Integral (kg),0.38
2025-02-25,Pão Integral (kg),1.42
2025-02-25,Café Expresso,4.0
2025-02-25,Suco de Laranja,1.0
2025-02-25,Café Expresso,29.0
2025-02-25,Pão de Queijo,29.0
2025-02-25,Pão Integral (kg),1.81
2025-02-25,Torta de Morango (fatia),1.0
2025-02-25,Café Expresso,21.0
2025-02-25,Pão Francês,9.0
2025-02-25,Café Expresso,2.0
2025-02-25,Baguete,2.0
2025-02-25,Biscoito Caseiro (kg),0.18
2025-02-25,Pão de Queijo,20.0
