data,produto,categoria,quantidade_vendida,preco_unitario,estoque_atual,estoque_minimo,dia_promocao,fornecedor
2025-09-26,Detergente,Limpeza,9,"10,09",102,31,False,Limpeza Delta
2025-09-26,Pizza Calabresa,Congelados,9,"12,02",102,31,False,Laticínios Gama
2025-09-26,Frango Filet,Carnes,1,"47,06",52,28,False,Bebidas Épsilon
2025-09-26,Lasanha Bolonhesa,Congelados,6,"26,54",118,42,False,Bebidas Épsilon
2025-09-26,Café em Pó,Mercearia,2,"27,44",185,32,False,Bebidas Épsilon
2025-09-26,Água Sanitária,Limpeza,2,"14,7",157,34,False,Limpeza Delta
2025-09-26,Lasanha Bolonhesa,Congelados,1,"16,75",143,31,True,Bebidas Épsilon
2025-09-26,Desinfetante,Limpeza,5,"28,89",84,36,False,Produtor Beta
2025-09-26,Suco de Laranja,Bebidas,2,"22,59",126,30,False,Distribuidora Alfa
2025-09-26,Cenoura,Hortifruti,7,"8,31",58,17,True,Bebidas Épsilon
2025-09-26,Sabão em Pó,Limpeza,7,"19,61",182,45,False,Laticínios Gama
2025-09-26,Banana,Hortifruti,14,"3,11",85,16,False,Distribuidora Alfa
2025-09-26,Pizza Calabresa,Congelados,2,"12,79",164,36,True,Distribuidora Alfa
2025-09-26,Batata Frita,Congelados,2,"28,14",92,42,False,Laticínios Gama
2025-09-26,Maçã,Hortifruti,15,"5,68",44,24,True,Produtor Beta
2025-09-26,Queijo Muçarela,Laticínios,2,"18,03",99,45,False,Distribuidora Alfa
2025-09-26,Iogurte Natural,Laticínios,10,"9,75",188,39,False,Distribuidora Alfa
2025-09-26,Pão Francês,Padaria,10,"6,71",29,11,False,Produtor Beta
2025-09-26,Frango Filet,Carnes,5,"36,33",131,22,False,Bebidas Épsilon
2025-09-26,Iogurte Natural,Laticínios,2,"6,67",160,42,False,Bebidas Épsilon
2025-09-26,Frango Filet,Carnes,1,"16,84",56,27,False,Produtor Beta
2025-09-26,Picanha,Carnes,2,"11,23",115,29,True,Laticínios Gama
2025-09-26,Sabão em Pó,Limpeza,6,"18,29",167,43,False,Laticínios Gama
2025-09-26,Sabão em Pó,Limpeza,7,"10,34",192,41,False,Bebidas Épsilon
2025-09-26,Lasanha Bolonhesa,Congelados,6,"5,67",94,45,False,Laticínios Gama
2025-09-26,Leite Integral,Laticínios,3,"26,94",119,36,False,Bebidas Épsilon
2025-09-26,Alface,Hortifruti,1,"3,18",99,20,False,Bebidas Épsilon
2025-09-26,Óleo de Soja,Mercearia,4,"26,41",152,41,False,Laticínios Gama
2025-09-26,Arroz 5kg,Mercearia,9,"5,63",141,44,False,Limpeza Delta
2025-09-27,Água Sanitária,Limpeza,8,"18,56",106,45,False,Distribuidora Alfa
2025-09-27,Feijão Carioca,Mercearia,7,"29,46",160,45,False,Laticínios Gama
2025-09-27,Suco de Laranja,Bebidas,5,"29,27",85,27,True,Laticínios Gama
2025-09-27,Água Sanitária,Limpeza,8,"10,11",110,34,False,Bebidas Épsilon
2025-09-27,Óleo de Soja,Mercearia,5,"19,37",76,43,False,Limpeza Delta
2025-09-27,Torta Doce,Padaria,7,"7,14",63,10,False,Laticínios Gama
2025-09-27,Picanha,Carnes,2,"23,53",103,26,False,Produtor Beta
2025-09-27,Água Mineral,Bebidas,3,"11,39",70,24,False,Laticínios Gama
2025-09-27,Pizza Calabresa,Congelados,8,"6,77",143,30,True,Produtor Beta
2025-09-27,Maçã,Hortifruti,8,"4,44",45,25,True,Distribuidora Alfa
2025-09-27,Cenoura,Hortifruti,7,"9,6",58,21,False,Laticínios Gama
2025-09-27,Frango Filet,Carnes,3,"23,74",76,31,False,Distribuidora Alfa
2025-09-27,Feijão Carioca,Mercearia,3,"7,47",86,40,True,Limpeza Delta
2025-09-27,Linguiça Suína,Carnes,4,"14,86",68,24,False,Laticínios Gama
2025-09-27,Desinfetante,Limpeza,2,"22,95",103,42,True,Produtor Beta
2025-09-27,Feijão Carioca,Mercearia,8,"20,27",152,32,False,Distribuidora Alfa
2025-09-27,Desinfetante,Limpeza,2,"28,68",176,42,False,Laticínios Gama
2025-09-27,Picanha,Carnes,5,"22,09",115,34,False,Laticínios Gama
2025-09-27,Pizza Calabresa,Congelados,7,"25,16",190,32,True,Distribuidora Alfa
2025-09-27,Cenoura,Hortifruti,9,"8,08",80,21,False,Laticínios Gama
2025-09-27,Água Mineral,Bebidas,3,"48,48",53,32,True,Distribuidora Alfa
2025-09-27,Batata Frita,Congelados,2,"15,5",129,45,False,Produtor Beta
2025-09-27,Cenoura,Hortifruti,13,"11,19",29,13,False,Produtor Beta
2025-09-27,Lasanha Bolonhesa,Congelados,6,"5,46",188,41,False,Produtor Beta
2025-09-27,Lasanha Bolonhesa,Congelados,2,"26,68",172,32,False,Bebidas Épsilon
2025-09-27,Óleo de Soja,Mercearia,1,"18,27",97,30,False,Laticínios Gama
2025-09-27,Iogurte Natural,Laticínios,5,"23,11",109,35,True,Bebidas Épsilon
2025-09-28,Pão Francês,Padaria,10,"11,27",39,18,False,Distribuidora Alfa
2025-09-28,Frango Filet,Carnes,3,"31,35",94,28,False,Limpeza Delta
2025-09-28,Cenoura,Hortifruti,8,"4,08",34,22,False,Produtor Beta
2025-09-28,Torta Doce,Padaria,7,"10,15",41,21,False,Distribuidora Alfa
2025-09-28,Leite Integral,Laticínios,10,"17,05",101,42,False,Bebidas Épsilon
2025-09-28,Pizza Calabresa,Congelados,5,"6,94",83,30,False,Distribuidora Alfa
2025-09-28,Frango Filet,Carnes,5,"43,42",120,20,True,Limpeza Delta
2025-09-28,Refrigerante Cola,Bebidas,5,"10,61",99,25,False,Distribuidora Alfa
2025-09-28,Sabão em Pó,Limpeza,1,"23,36",110,43,False,Bebidas Épsilon
2025-09-28,Pão de Queijo,Padaria,6,"7,99",76,24,False,Laticínios Gama
2025-09-28,Cerveja Pilsen,Bebidas,1,"49,43",128,29,False,Distribuidora Alfa
2025-09-28,Manteiga,Laticínios,3,"19,94",96,45,False,Produtor Beta
2025-09-28,Óleo de Soja,Mercearia,8,"6,06",77,39,False,Laticínios Gama
2025-09-28,Batata Frita,Congelados,5,"9,6",174,32,False,Limpeza Delta
2025-09-28,Pão de Queijo,Padaria,12,"9,48",41,19,False,Laticínios Gama
2025-09-28,Café em Pó,Mercearia,3,"19,11",97,32,False,Limpeza Delta
2025-09-28,Leite Integral,Laticínios,3,"27,56",99,45,True,Produtor Beta
2025-09-28,Pão Francês,Padaria,14,"10,18",19,18,False,Bebidas Épsilon
2025-09-28,Lasanha Bolonhesa,Congelados,9,"16,97",111,31,False,Bebidas Épsilon
2025-09-28,Água Mineral,Bebidas,2,"13,66",121,30,False,Distribuidora Alfa
2025-09-28,Água Mineral,Bebidas,1,"49,18",121,20,False,Limpeza Delta
2025-09-28,Linguiça Suína,Carnes,5,"33,4",142,23,True,Laticínios Gama
2025-09-28,Refrigerante Cola,Bebidas,4,"16,21",145,35,True,Produtor Beta
2025-09-28,Alface,Hortifruti,12,"4,51",34,24,False,Limpeza Delta
2025-09-28,Desinfetante,Limpeza,3,"29,36",151,39,True,Produtor Beta
2025-09-28,Lasanha Bolonhesa,Congelados,8,"29,3",169,33,False,Limpeza Delta
2025-09-29,Cerveja Pilsen,Bebidas,1,"18,37",133,23,False,Limpeza Delta
2025-09-29,Iogurte Natural,Laticínios,8,"26,85",109,32,False,Laticínios Gama
2025-09-29,Água Mineral,Bebidas,4,"31,8",48,32,False,Produtor Beta
2025-09-29,Refrigerante Cola,Bebidas,4,"36,96",61,34,False,Limpeza Delta
2025-09-29,Frango Filet,Carnes,1,"28,75",88,26,False,Limpeza Delta
2025-09-29,Tomate,Hortifruti,5,"6,71",68,23,False,Bebidas Épsilon
2025-09-29,Alface,Hortifruti,7,"10,98",50,15,False,Limpeza Delta
2025-09-29,Água Sanitária,Limpeza,9,"21,05",189,38,False,Laticínios Gama
2025-09-29,Pão Francês,Padaria,12,"4,12",75,11,True,Laticínios Gama
2025-09-29,Frango Filet,Carnes,3,"34,43",68,20,False,Limpeza Delta
2025-09-29,Lasanha Bolonhesa,Congelados,2,"5,3",146,43,False,Laticínios Gama
2025-09-29,Refrigerante Cola,Bebidas,5,"36,68",139,34,False,Distribuidora Alfa
2025-09-29,Sabão em Pó,Limpeza,10,"12,15",83,36,True,Bebidas Épsilon
2025-09-29,Café em Pó,Mercearia,8,"7,34",130,33,False,Laticínios Gama
2025-09-29,Açúcar Refinado,Mercearia,9,"11,18",157,31,False,Distribuidora Alfa
2025-09-29,Óleo de Soja,Mercearia,1,"21,74",153,35,False,Limpeza Delta
2025-09-29,Frango Filet,Carnes,5,"17,3",126,28,False,Distribuidora Alfa
2025-09-29,Detergente,Limpeza,8,"19,59",149,38,False,Laticínios Gama
2025-09-29,Batata Frita,Congelados,6,"24,98",168,44,True,Limpeza Delta
2025-09-29,Desinfetante,Limpeza,8,"26,7",101,34,False,Laticínios Gama
2025-09-29,Pizza Calabresa,Congelados,6,"22,85",169,44,False,Produtor Beta
2025-09-29,Torta Doce,Padaria,6,"4,39",53,17,False,Bebidas Épsilon
2025-09-29,Desinfetante,Limpeza,10,"17,84",130,34,False,Distribuidora Alfa
2025-09-29,Açúcar Refinado,Mercearia,4,"10,44",128,30,False,Limpeza Delta
2025-09-29,Refrigerante Cola,Bebidas,5,"38,56",77,31,False,Limpeza Delta
2025-09-29,Água Sanitária,Limpeza,8,"24,67",111,31,False,Bebidas Épsilon
2025-09-29,Tomate,Hortifruti,7,"4,15",86,23,False,Bebidas Épsilon
2025-09-29,Lasanha Bolonhesa,Congelados,10,"11,11",170,41,True,Bebidas Épsilon
2025-09-29,Água Mineral,Bebidas,3,"32,98",68,35,False,Laticínios Gama
2025-09-29,Açúcar Refinado,Mercearia,2,"14,99",128,44,False,Laticínios Gama
2025-09-29,Picanha,Carnes,5,"11,88",110,22,False,Bebidas Épsilon
2025-09-29,Lasanha Bolonhesa,Congelados,6,"11,5",170,42,False,Distribuidora Alfa
2025-09-29,Alface,Hortifruti,13,"10,07",21,16,True,Produtor Beta
2025-09-30,Batata Frita,Congelados,7,"26,55",79,41,True,Laticínios Gama
2025-09-30,Água Sanitária,Limpeza,1,"19,11",83,42,False,Limpeza Delta
2025-09-30,Banana,Hortifruti,13,"5,01",28,24,False,Distribuidora Alfa
2025-09-30,Bolo de Fubá,Padaria,10,"7,13",84,20,True,Distribuidora Alfa
2025-09-30,Água Sanitária,Limpeza,3,"16,93",104,35,False,Distribuidora Alfa
2025-09-30,Queijo Muçarela,Laticínios,7,"23,29",107,37,True,Produtor Beta
2025-09-30,Cenoura,Hortifruti,6,"11,72",32,21,False,Produtor Beta
2025-09-30,Pão Francês,Padaria,7,"9,97",31,23,False,Limpeza Delta
2025-09-30,Suco de Laranja,Bebidas,3,"26,75",110,21,False,Produtor Beta
2025-09-30,Linguiça Suína,Carnes,5,"17,8",46,22,True,Produtor Beta
2025-09-30,Lasanha Bolonhesa,Congelados,4,"27,17",173,36,False,Bebidas Épsilon
2025-09-30,Frango Filet,Carnes,5,"11,1",134,29,False,Produtor Beta
2025-09-30,Detergente,Limpeza,7,"19,9",85,31,False,Laticínios Gama
2025-09-30,Refrigerante Cola,Bebidas,1,"22,31",97,29,False,Produtor Beta
2025-09-30,Linguiça Suína,Carnes,3,"30,44",74,35,True,Laticínios Gama
2025-09-30,Suco de Laranja,Bebidas,4,"36,32",102,35,True,Distribuidora Alfa
2025-09-30,Batata Frita,Congelados,4,"15,26",112,43,False,Limpeza Delta
2025-09-30,Arroz 5kg,Mercearia,4,"24,95",122,33,False,Limpeza Delta
2025-09-30,Cenoura,Hortifruti,10,"9,13",32,13,False,Limpeza Delta
2025-09-30,Detergente,Limpeza,4,"20,91",148,38,False,Produtor Beta
2025-09-30,Leite Integral,Laticínios,1,"13,62",92,38,False,Bebidas Épsilon
2025-09-30,Água Sanitária,Limpeza,2,"27,82",155,45,False,Distribuidora Alfa
2025-09-30,Desinfetante,Limpeza,6,"18,73",93,36,False,Limpeza Delta
2025-09-30,Linguiça Suína,Carnes,1,"32,32",131,35,False,Distribuidora Alfa
2025-09-30,Picanha,Carnes,1,"18,24",80,26,True,Bebidas Épsilon
2025-09-30,Detergente,Limpeza,7,"8,25",142,31,False,Bebidas Épsilon
2025-09-30,Água Mineral,Bebidas,4,"13,84",53,27,False,Distribuidora Alfa
2025-09-30,Banana,Hortifruti,10,"7,14",80,21,False,Bebidas Épsilon
2025-09-30,Arroz 5kg,Mercearia,3,"29,5",86,43,False,Bebidas Épsilon
2025-09-30,Desinfetante,Limpeza,3,"19,03",159,35,False,Laticínios Gama
2025-09-30,Banana,Hortifruti,4,"10,43",94,13,False,Produtor Beta
2025-09-30,Lasanha Bolonhesa,Congelados,8,"27,46",175,38,False,Bebidas Épsilon
2025-09-30,Torta Doce,Padaria,10,"8,97",73,25,False,Limpeza Delta
2025-09-30,Torta Doce,Padaria,11,"10,99",60,16,False,Bebidas Épsilon
2025-09-30,Leite Integral,Laticínios,7,"9,93",135,35,False,Laticínios Gama
2025-09-30,Batata Frita,Congelados,4,"19,86",135,36,False,Produtor Beta
2025-09-30,Bolo de Fubá,Padaria,11,"11,72",79,20,False,Bebidas Épsilon
2025-09-30,Cerveja Pilsen,Bebidas,4,"34,92",66,26,False,Produtor Beta
2025-09-30,Feijão Carioca,Mercearia,4,"5,62",81,43,False,Produtor Beta
2025-09-30,Café em Pó,Mercearia,8,"9,76",130,31,False,Bebidas Épsilon
2025-09-30,Picanha,Carnes,5,"24,96",114,21,True,Laticínios Gama
2025-09-30,Torta Doce,Padaria,9,"3,18",29,11,False,Laticínios Gama
2025-09-30,Óleo de Soja,Mercearia,10,"8,21",124,30,False,Produtor Beta
2025-09-30,Batata Frita,Congelados,2,"12,46",132,30,True,Limpeza Delta
2025-09-30,Bolo de Fubá,Padaria,8,"9,45",59,25,False,Bebidas Épsilon
2025-09-30,Maçã,Hortifruti,3,"10,67",88,14,False,Limpeza Delta
2025-09-30,Tomate,Hortifruti,4,"10,08",71,10,False,Bebidas Épsilon
2025-10-01,Cenoura,Hortifruti,3,"7,77",43,22,True,Limpeza Delta
2025-10-01,Batata Frita,Congelados,3,"20,0",171,42,False,Bebidas Épsilon
2025-10-01,Picanha,Carnes,2,"33,64",119,24,False,Bebidas Épsilon
2025-10-01,Queijo Muçarela,Laticínios,1,"8,55",188,33,True,Produtor Beta
2025-10-01,Pizza Calabresa,Congelados,8,"10,18",110,44,False,Distribuidora Alfa
2025-10-01,Pizza Calabresa,Congelados,2,"21,39",88,30,True,Produtor Beta
2025-10-01,Picanha,Carnes,5,"42,94",105,24,True,Distribuidora Alfa
2025-10-01,Açúcar Refinado,Mercearia,5,"23,33",99,41,False,Produtor Beta
2025-10-01,Água Mineral,Bebidas,1,"21,84",86,27,False,Bebidas Épsilon
2025-10-01,Queijo Muçarela,Laticínios,4,"8,75",97,35,True,Produtor Beta
2025-10-01,Suco de Laranja,Bebidas,5,"14,21",71,26,False,Laticínios Gama
2025-10-01,Linguiça Suína,Carnes,4,"28,78",47,27,False,Bebidas Épsilon
2025-10-01,Iogurte Natural,Laticínios,3,"14,56",163,33,False,Bebidas Épsilon
2025-10-01,Frango Filet,Carnes,5,"27,59",101,23,True,Produtor Beta
2025-10-01,Queijo Muçarela,Laticínios,8,"15,67",93,37,True,Limpeza Delta
2025-10-01,Linguiça Suína,Carnes,3,"13,86",55,34,False,Produtor Beta
2025-10-01,Banana,Hortifruti,2,"6,58",76,14,False,Bebidas Épsilon
2025-10-01,Frango Filet,Carnes,3,"11,09",54,20,False,Laticínios Gama
2025-10-01,Café em Pó,Mercearia,5,"20,63",89,30,False,Produtor Beta
2025-10-01,Batata Frita,Congelados,3,"20,91",110,35,False,Distribuidora Alfa
2025-10-01,Açúcar Refinado,Mercearia,6,"18,43",128,38,False,Distribuidora Alfa
2025-10-01,Água Sanitária,Limpeza,8,"24,51",143,42,False,Bebidas Épsilon
2025-10-01,Leite Integral,Laticínios,7,"12,26",184,45,False,Produtor Beta
2025-10-01,Queijo Muçarela,Laticínios,1,"24,17",155,34,False,Limpeza Delta
2025-10-01,Detergente,Limpeza,7,"21,28",146,37,False,Produtor Beta
2025-10-01,Cerveja Pilsen,Bebidas,4,"32,07",93,27,False,Produtor Beta
2025-10-01,Cerveja Pilsen,Bebidas,3,"14,79",95,29,False,Produtor Beta
2025-10-01,Açúcar Refinado,Mercearia,3,"28,59",184,41,False,Distribuidora Alfa
2025-10-01,Tomate,Hortifruti,1,"2,52",83,15,False,Laticínios Gama
2025-10-01,Arroz 5kg,Mercearia,1,"29,96",151,44,False,Limpeza Delta
2025-10-01,Manteiga,Laticínios,2,"24,28",190,34,False,Bebidas Épsilon
2025-10-02,Iogurte Natural,Laticínios,10,"17,86",177,41,False,Produtor Beta
2025-10-02,Açúcar Refinado,Mercearia,5,"10,27",121,31,False,Laticínios Gama
2025-10-02,Iogurte Natural,Laticínios,1,"16,78",119,38,True,Distribuidora Alfa
2025-10-02,Pão de Queijo,Padaria,7,"11,93",52,19,False,Bebidas Épsilon
2025-10-02,Pão Francês,Padaria,12,"8,25",40,10,False,Distribuidora Alfa
2025-10-02,Tomate,Hortifruti,10,"7,1",21,15,False,Distribuidora Alfa
2025-10-02,Cenoura,Hortifruti,3,"4,22",57,15,False,Bebidas Épsilon
2025-10-02,Bolo de Fubá,Padaria,8,"8,26",65,13,False,Laticínios Gama
2025-10-02,Frango Filet,Carnes,1,"38,4",143,35,False,Bebidas Épsilon
2025-10-02,Batata Frita,Congelados,8,"9,31",115,32,False,Laticínios Gama
2025-10-02,Lasanha Bolonhesa,Congelados,1,"25,62",154,42,True,Distribuidora Alfa
2025-10-02,Leite Integral,Laticínios,9,"11,72",123,37,False,Laticínios Gama
2025-10-02,Suco de Laranja,Bebidas,2,"19,03",142,30,False,Distribuidora Alfa
2025-10-02,Óleo de Soja,Mercearia,5,"28,35",81,30,True,Bebidas Épsilon
2025-10-02,Pizza Calabresa,Congelados,3,"27,36",112,38,True,Bebidas Épsilon
2025-10-02,Arroz 5kg,Mercearia,3,"19,01",175,37,False,Bebidas Épsilon
2025-10-02,Refrigerante Cola,Bebidas,2,"34,41",58,29,False,Bebidas Épsilon
2025-10-02,Pão de Queijo,Padaria,3,"9,6",49,16,False,Laticínios Gama
2025-10-02,Pizza Calabresa,Congelados,9,"21,35",177,36,True,Produtor Beta
2025-10-02,Frango Filet,Carnes,2,"29,58",74,25,False,Distribuidora Alfa
2025-10-02,Água Mineral,Bebidas,2,"43,14",109,30,False,Laticínios Gama
2025-10-02,Bolo de Fubá,Padaria,1,"6,24",77,25,False,Produtor Beta
2025-10-02,Linguiça Suína,Carnes,3,"39,88",108,24,False,Produtor Beta
2025-10-02,Alface,Hortifruti,3,"7,62",55,14,False,Produtor Beta
2025-10-02,Iogurte Natural,Laticínios,10,"18,55",92,45,False,Laticínios Gama
2025-10-02,Arroz 5kg,Mercearia,10,"17,42",105,37,False,Bebidas Épsilon
2025-10-02,Café em Pó,Mercearia,3,"17,9",174,35,False,Laticínios Gama
2025-10-02,Sabão em Pó,Limpeza,8,"29,62",170,30,False,Bebidas Épsilon
2025-10-02,Batata Frita,Congelados,6,"19,74",108,36,False,Limpeza Delta
2025-10-03,Linguiça Suína,Carnes,3,"40,34",61,31,False,Distribuidora Alfa
2025-10-03,Manteiga,Laticínios,2,"15,88",82,38,False,Bebidas Épsilon
2025-10-03,Picanha,Carnes,3,"37,46",47,21,False,Limpeza Delta
2025-10-03,Pão Francês,Padaria,7,"10,14",39,15,False,Distribuidora Alfa
2025-10-03,Frango Filet,Carnes,5,"17,54",123,23,False,Bebidas Épsilon
2025-10-03,Linguiça Suína,Carnes,1,"40,1",90,22,False,Produtor Beta
2025-10-03,Tomate,Hortifruti,13,"7,94",44,25,False,Distribuidora Alfa
2025-10-03,Refrigerante Cola,Bebidas,4,"38,31",134,33,False,Bebidas Épsilon
2025-10-03,Desinfetante,Limpeza,1,"6,04",185,45,True,Distribuidora Alfa
2025-10-03,Arroz 5kg,Mercearia,5,"15,36",158,39,True,Laticínios Gama
2025-10-03,Iogurte Natural,Laticínios,8,"12,67",141,34,True,Distribuidora Alfa
2025-10-03,Suco de Laranja,Bebidas,2,"17,78",51,32,False,Distribuidora Alfa
2025-10-03,Café em Pó,Mercearia,3,"23,74",107,37,False,Laticínios Gama
2025-10-03,Maçã,Hortifruti,15,"6,17",61,19,False,Produtor Beta
2025-10-03,Iogurte Natural,Laticínios,5,"27,58",164,34,False,Bebidas Épsilon
2025-10-03,Feijão Carioca,Mercearia,10,"19,06",81,32,False,Limpeza Delta
2025-10-03,Picanha,Carnes,4,"11,62",138,28,True,Laticínios Gama
2025-10-03,Lasanha Bolonhesa,Congelados,3,"6,43",197,40,False,Produtor Beta
2025-10-03,Frango Filet,Carnes,3,"35,64",142,31,True,Laticínios Gama
2025-10-03,Água Sanitária,Limpeza,9,"20,62",178,34,False,Distribuidora Alfa
2025-10-03,Refrigerante Cola,Bebidas,2,"18,53",62,32,False,Limpeza Delta
2025-10-03,Desinfetante,Limpeza,9,"18,79",94,45,False,Bebidas Épsilon
2025-10-03,Cenoura,Hortifruti,2,"6,4",64,18,True,Laticínios Gama
2025-10-03,Lasanha Bolonhesa,Congelados,9,"17,5",102,30,False,Bebidas Épsilon
2025-10-03,Suco de Laranja,Bebidas,4,"32,14",93,24,False,Distribuidora Alfa
2025-10-03,Manteiga,Laticínios,5,"22,15",91,42,False,Distribuidora Alfa
2025-10-03,Frango Filet,Carnes,1,"23,54",146,32,False,Distribuidora Alfa
2025-10-03,Desinfetante,Limpeza,5,"20,93",91,30,True,Laticínios Gama
2025-10-03,Suco de Laranja,Bebidas,3,"18,17",119,23,False,Distribuidora Alfa
2025-10-03,Linguiça Suína,Carnes,5,"13,8",121,20,False,Limpeza Delta
2025-10-03,Queijo Muçarela,Laticínios,7,"6,17",124,42,True,Limpeza Delta
2025-10-03,Água Mineral,Bebidas,2,"18,91",85,21,False,Distribuidora Alfa
2025-10-03,Batata Frita,Congelados,9,"6,05",158,45,False,Produtor Beta
2025-10-03,Torta Doce,Padaria,2,"3,01",89,14,False,Distribuidora Alfa
2025-10-03,Frango Filet,Carnes,5,"26,32",100,21,False,Produtor Beta
2025-10-03,Picanha,Carnes,4,"21,91",90,23,False,Limpeza Delta
2025-10-03,Pizza Calabresa,Congelados,3,"12,38",173,35,False,Distribuidora Alfa
2025-10-03,Maçã,Hortifruti,4,"9,99",27,15,False,Limpeza Delta
2025-10-03,Cenoura,Hortifruti,2,"6,34",44,18,False,Laticínios Gama
2025-10-03,Picanha,Carnes,3,"14,17",66,34,False,Laticínios Gama
2025-10-03,Detergente,Limpeza,9,"25,27",191,35,True,Laticínios Gama
2025-10-03,Lasanha Bolonhesa,Congelados,6,"19,35",137,39,False,Laticínios Gama
2025-10-03,Lasanha Bolonhesa,Congelados,8,"5,08",116,41,False,Bebidas Épsilon
2025-10-03,Pão de Queijo,Padaria,12,"6,14",88,12,True,Limpeza Delta
2025-10-03,Desinfetante,Limpeza,8,"26,44",179,30,False,Produtor Beta
2025-10-03,Lasanha Bolonhesa,Congelados,10,"14,23",153,34,True,Produtor Beta
2025-10-03,Pão de Queijo,Padaria,11,"6,96",50,19,False,Laticínios Gama
2025-10-04,Batata Frita,Congelados,2,"16,81",91,42,False,Laticínios Gama
2025-10-04,Café em Pó,Mercearia,10,"18,45",121,34,False,Limpeza Delta
2025-10-04,Água Mineral,Bebidas,3,"23,97",110,34,False,Laticínios Gama
2025-10-04,Café em Pó,Mercearia,7,"5,84",137,31,False,Produtor Beta
2025-10-04,Linguiça Suína,Carnes,3,"10,56",124,25,False,Bebidas Épsilon
2025-10-04,Linguiça Suína,Carnes,5,"41,84",48,20,True,Distribuidora Alfa
2025-10-04,Cenoura,Hortifruti,11,"6,76",39,25,False,Bebidas Épsilon
2025-10-04,Queijo Muçarela,Laticínios,7,"22,84",155,41,False,Laticínios Gama
2025-10-04,Batata Frita,Congelados,4,"21,94",169,40,False,Limpeza Delta
2025-10-04,Café em Pó,Mercearia,5,"14,08",123,31,False,Limpeza Delta
2025-10-04,Picanha,Carnes,4,"37,3",90,24,False,Limpeza Delta
2025-10-04,Manteiga,Laticínios,2,"20,69",147,38,True,Limpeza Delta
2025-10-04,Leite Integral,Laticínios,7,"7,43",73,42,False,Produtor Beta
2025-10-04,Água Mineral,Bebidas,4,"34,24",141,20,False,Laticínios Gama
2025-10-04,Sabão em Pó,Limpeza,7,"21,21",155,30,False,Bebidas Épsilon
2025-10-04,Bolo de Fubá,Padaria,1,"10,51",61,23,False,Laticínios Gama
2025-10-04,Queijo Muçarela,Laticínios,6,"8,64",128,39,False,Bebidas Épsilon
2025-10-04,Picanha,Carnes,5,"10,66",144,21,False,Distribuidora Alfa
2025-10-04,Queijo Muçarela,Laticínios,3,"27,8",139,44,False,Laticínios Gama
2025-10-04,Feijão Carioca,Mercearia,7,"18,65",76,36,False,Distribuidora Alfa
2025-10-04,Detergente,Limpeza,4,"26,73",103,45,False,Bebidas Épsilon
2025-10-04,Água Mineral,Bebidas,5,"25,99",105,22,False,Laticínios Gama
2025-10-04,Desinfetante,Limpeza,6,"9,13",88,33,False,Laticínios Gama
2025-10-04,Sabão em Pó,Limpeza,1,"5,54",156,33,False,Produtor Beta
2025-10-04,Manteiga,Laticínios,4,"7,22",109,30,False,Distribuidora Alfa
2025-10-04,Manteiga,Laticínios,6,"16,08",75,34,True,Bebidas Épsilon
2025-10-04,Lasanha Bolonhesa,Congelados,10,"9,2",184,41,False,Produtor Beta
2025-10-04,Maçã,Hortifruti,15,"3,68",24,24,False,Bebidas Épsilon
2025-10-04,Pão Francês,Padaria,2,"9,17",82,18,False,Limpeza Delta
2025-10-04,Maçã,Hortifruti,3,"3,6",80,16,False,Laticínios Gama
2025-10-04,Desinfetante,Limpeza,6,"19,65",89,36,False,Bebidas Épsilon
2025-10-04,Alface,Hortifruti,8,"10,55",55,25,True,Laticínios Gama
2025-10-04,Lasanha Bolonhesa,Congelados,3,"25,9",87,45,False,Distribuidora Alfa
2025-10-04,Bolo de Fubá,Padaria,6,"8,8",49,12,False,Produtor Beta
2025-10-04,Picanha,Carnes,1,"13,53",139,20,False,Produtor Beta
2025-10-04,Picanha,Carnes,3,"22,09",70,32,False,Bebidas Épsilon
2025-10-04,Batata Frita,Congelados,3,"17,78",92,33,False,Distribuidora Alfa
2025-10-04,Água Mineral,Bebidas,5,"17,32",115,34,False,Laticínios Gama
2025-10-04,Refrigerante Cola,Bebidas,3,"21,93",137,29,False,Laticínios Gama
2025-10-05,Alface,Hortifruti,7,"2,8",86,11,False,Limpeza Delta
2025-10-05,Café em Pó,Mercearia,5,"25,93",114,32,True,Produtor Beta
2025-10-05,Maçã,Hortifruti,8,"7,16",30,12,True,Bebidas Épsilon
2025-10-05,Lasanha Bolonhesa,Congelados,6,"15,02",161,34,False,Limpeza Delta
2025-10-05,Tomate,Hortifruti,7,"9,79",67,12,False,Produtor Beta
2025-10-05,Pão de Queijo,Padaria,14,"9,08",34,15,False,Distribuidora Alfa
2025-10-05,Cenoura,Hortifruti,4,"10,57",69,14,False,Laticínios Gama
2025-10-05,Iogurte Natural,Laticínios,9,"8,94",175,39,False,Limpeza Delta
2025-10-05,Maçã,Hortifruti,7,"11,35",57,22,True,Laticínios Gama
2025-10-05,Tomate,Hortifruti,4,"5,7",60,20,False,Limpeza Delta
2025-10-05,Café em Pó,Mercearia,2,"6,89",103,32,False,Produtor Beta
2025-10-05,Pão Francês,Padaria,11,"10,78",72,22,False,Limpeza Delta
2025-10-05,Pão Francês,Padaria,5,"5,89",71,13,True,Distribuidora Alfa
2025-10-05,Cerveja Pilsen,Bebidas,4,"32,99",131,24,False,Laticínios Gama
